GeneID	Symbol	Description	log10baseMean	log2FC
7332	UBE2L3	ubiquitin conjugating enzyme E2 L3	3.338	0.292
150223	YDJC	YdjC chitooligosaccharide deacetylase homolog	1.912	-0.387
29799	YPEL1	yippee like 1	2.601	-0.395
100286925	PPM1F-AS1	PPM1F antisense RNA 1	2.087	-0.476
101929255	LOC101929255	uncharacterized LOC101929255	0.907	-0.631
25812	POM121L1P	POM121 transmembrane nucleoporin like 1, pseudogene	1.106	0.553
9609	RAB36	RAB36, member RAS oncogene family	1.432	-0.691
613	BCR	BCR activator of RhoGEF and GTPase	2.917	0.19
26226	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1	1.691	-0.508
150248	C22orf15	chromosome 22 open reading frame 15	2.758	0.315
400916	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	3.831	0.349
4320	MMP11	matrix metallopeptidase 11	2.356	0.894
653689	GSTT2B	glutathione S-transferase theta 2B	2.068	0.832
2953	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	1.921	0.699
29774	POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene	1.48	1.276
101730217	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)	2.774	0.225
83606	GUCD1	guanylyl cyclase domain containing 1	3.589	0.295
6634	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide	3.372	0.279
388886	LRRC75B	leucine rich repeat containing 75B	2.042	-0.293
644165	BCRP3	BCR pseudogene 3	1.543	0.323
646074	POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene	1.416	0.509
100128531	KIAA1671-AS1	KIAA1671 antisense RNA 1	0.982	0.838
91355	LRP5L	LDL receptor related protein 5 like (pseudogene)	2.272	-0.629
84700	MYO18B	myosin XVIIIB	4.059	-0.389
23544	SEZ6L	seizure related 6 homolog like	2.032	-4.466
402055	SRRD	SRR1 domain containing	2.852	0.188
8459	TPST2	tyrosylprotein sulfotransferase 2	2.957	0.465
4330	MN1	MN1 proto-oncogene, transcriptional regulator	2.663	-0.973
23760	PITPNB	phosphatidylinositol transfer protein beta	3.249	-0.396
284900	TTC28-AS1	TTC28 antisense RNA 1	2.46	-0.379
83999	KREMEN1	kringle containing transmembrane protein 1	3.428	-0.418
25807	RHBDD3	rhomboid domain containing 3	2.593	-0.285
10633	RASL10A	RAS like family 10 member A	1.546	-1.093
8563	THOC5	THO complex subunit 5	2.978	0.338
29796	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	3.684	0.315
8897	MTMR3	myotubularin related protein 3	3.278	-0.335
3976	LIF	LIF interleukin 6 family cytokine	1.403	0.878
83874	TBC1D10A	TBC1 domain family member 10A	2.365	-0.372
10291	SF3A1	splicing factor 3a subunit 1	3.352	-0.176
200312	RNF215	ring finger protein 215	2.203	-0.287
23541	SEC14L2	SEC14 like lipid binding 2	1.499	0.37
51537	MTFP1	mitochondrial fission process 1	2.418	1.058
150290	DUSP18	dual specificity phosphatase 18	1.905	-0.283
105372995	LOC105372995	uncharacterized LOC105372995	1.656	0.733
3985	LIMK2	LIM domain kinase 2	2.758	-0.205
113791	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	3.048	-0.775
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	2.71	-0.495
9814	SFI1	SFI1 centrin binding protein	2.312	-0.255
6523	SLC5A1	solute carrier family 5 member 1	3.911	0.545
51493	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	3.175	0.136
10043	TOM1	target of myb1 membrane trafficking protein	3.13	0.315
23551	RASD2	RASD family member 2	2.327	0.801
23543	RBFOX2	RNA binding fox-1 homolog 2	3.805	0.139
23780	APOL2	apolipoprotein L2	3.142	0.296
8542	APOL1	apolipoprotein L1	2.812	0.398
25828	TXN2	thioredoxin 2	3.428	0.211
4689	NCF4	neutrophil cytosolic factor 4	2.137	0.625
4357	MPST	mercaptopyruvate sulfurtransferase	2.97	0.36
4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	2.407	-0.292
29775	CARD10	caspase recruitment domain family member 10	2.741	-0.596
11135	CDC42EP1	CDC42 effector protein 1	2.81	-0.44
11078	TRIOBP	TRIO and F-actin binding protein	3.46	0.144
3005	H1-0	H1.0 linker histone	3.506	0.715
23464	GCAT	glycine C-acetyltransferase	2.906	0.369
51386	EIF3L	eukaryotic translation initiation factor 3 subunit L	3.797	-0.22
85377	MICALL1	MICAL like 1	2.727	0.219
5435	POLR2F	RNA polymerase II, I and III subunit F	2.84	0.306
23539	SLC16A8	solute carrier family 16 member 8	1.296	-0.839
80115	BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2	1.557	-0.799
8398	PLA2G6	phospholipase A2 group VI	2.614	-0.419
23764	MAFF	MAF bZIP transcription factor F	2.447	-0.702
25829	TMEM184B	transmembrane protein 184B	3.208	-0.266
102800317	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough	3.085	-0.269
1454	CSNK1E	casein kinase 1 epsilon	3.071	-0.277
3761	KCNJ4	potassium inwardly rectifying channel subfamily J member 4	3.057	-0.994
10521	DDX17	DEAD-box helicase 17	4.13	-0.242
11144	DMC1	DNA meiotic recombinase 1	1.66	-1.522
646851	FAM227A	family with sequence similarity 227 member A	1.851	-0.671
9567	GTPBP1	GTP binding protein 1	3.259	-0.26
9582	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	1.218	0.524
23492	CBX7	chromobox 7	3.599	-0.272
5155	PDGFB	platelet derived growth factor subunit B	2.892	-0.229
116936	SNORD139	small nucleolar RNA, C/D box 139	1.064	-0.719
468	ATF4	activating transcription factor 4	3.624	0.55
91582	RPS19BP1	ribosomal protein S19 binding protein 1	2.93	0.297
113828	FAM83F	family with sequence similarity 83 member F	2.216	1.149
27352	SGSM3	small G protein signaling modulator 3	3.095	-0.151
10478	SLC25A17	solute carrier family 25 member 17	2.247	-0.456
9978	RBX1	ring-box 1	3.012	-0.306
101927279	EP300-AS1	EP300 antisense RNA 1	1.456	1.084
83746	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	2.84	-0.145
100506544	L3MBTL2-AS1	L3MBTL2 antisense RNA 1	1.967	0.185
5905	RANGAP1	Ran GTPase activating protein 1	3.148	0.191
105373044	LOC105373044	uncharacterized LOC105373044	1.735	0.805
27351	DESI1	desumoylating isopeptidase 1	3.268	0.583
2547	XRCC6	X-ray repair cross complementing 6	3.746	0.183
107985567	LOC107985567	protein LLP homolog	2.027	0.24
150365	MEI1	meiotic double-stranded break formation protein 1	1.211	-1.442
112637020	SREBF2-AS1	SREBF2 antisense RNA 1	1.89	0.62
4700	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	3.691	0.465
1565	CYP2D6	cytochrome P450 family 2 subfamily D member 6	1.355	-0.536
1564	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	1.349	-0.396
6942	TCF20	transcription factor 20	2.75	0.225
94009	SERHL	serine hydrolase like (pseudogene)	1.862	-0.401
101927372	LOC101927372	uncharacterized LOC101927372	1.869	-0.816
253190	SERHL2	serine hydrolase like 2	2.047	-0.373
91695	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene	2.357	-0.211
84271	POLDIP3	DNA polymerase delta interacting protein 3	3.176	-0.153
26286	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	2.955	0.157
706	TSPO	translocator protein	3.042	-0.376
29780	PARVB	parvin beta	3.272	0.561
64098	PARVG	parvin gamma	2.938	0.396
55615	PRR5	proline rich 5	1.622	-0.541
112885	PHF21B	PHD finger protein 21B	1.304	-2.022
55007	FAM118A	family with sequence similarity 118 member A	2.984	0.69
2192	FBLN1	fibulin 1	3.637	-0.976
5465	PPARA	peroxisome proliferator activated receptor alpha	3.581	0.319
150383	CDPF1	cysteine rich DPF motif domain containing 1	2.251	-0.249
51512	GTSE1	G2 and S-phase expressed 1	1.375	1.066
55687	TRMU	tRNA mitochondrial 2-thiouridylase	2.991	0.205
105373075	LOC105373075	uncharacterized LOC105373075	1.635	1.256
415116	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	3.124	0.315
54456	MOV10L1	Mov10 like RISC complex RNA helicase 1	0.831	-1.227
83642	SELENOO	selenoprotein O	2.568	-0.264
105373095	SELENOO-AS1	SELENOO antisense RNA 1	2.568	-0.268
85378	TUBGCP6	tubulin gamma complex associated protein 6	3.095	-0.242
83933	HDAC10	histone deacetylase 10	2.413	-0.578
6300	MAPK12	mitogen-activated protein kinase 12	2.577	-0.388
414918	DENND6B	DENN domain containing 6B	1.937	-0.729
91289	LMF2	lipase maturation factor 2	2.972	-0.324
29781	NCAPH2	non-SMC condensin II complex subunit H2	2.965	-0.246
440836	ODF3B	outer dense fiber of sperm tails 3B	2.285	-0.923
107985568	LOC107985568	uncharacterized LOC107985568	2.535	-0.741
386593	CHKB-CPT1B	CHKB-CPT1B readthrough (NMD candidate)	3.837	-0.371
1375	CPT1B	carnitine palmitoyltransferase 1B	3.8	-0.384
410	ARSA	arylsulfatase A	2.992	-0.42
85358	SHANK3	SH3 and multiple ankyrin repeat domains 3	3.506	-0.265
284942	RPL23AP82	ribosomal protein L23a pseudogene 82	1.959	0.78
107987388	LOC107987388	replaced by ID 102724151	1.012	0.409
109864272	RNA28SN4	RNA, 28S ribosomal N4	3.607	-0.689
102724621	LOC102724621	cell division cycle protein 27 homolog	0.974	-1.13
102724865	LOC102724865	replaced by ID 100420178	1.752	-0.259
102724788	LOC102724788	replaced by ID 5625	2.671	1.365
8225	GTPBP6	GTP binding protein 6 (putative)	3.118	0.297
283981	LINC00685	long intergenic non-protein coding RNA 685	1.876	-0.611
101928032	LOC101928032	uncharacterized LOC101928032	1.483	-1.429
101928055	LOC101928055	replaced by ID 101928032	2.054	-0.498
751580	LINC00106	long intergenic non-protein coding RNA 106	1.264	-0.548
80161	ASMTL-AS1	ASMTL antisense RNA 1	2.291	-0.264
8623	ASMTL	acetylserotonin O-methyltransferase like	3.011	-0.339
286530	P2RY8	P2Y receptor family member 8	2.386	-1.322
8227	AKAP17A	A-kinase anchoring protein 17A	2.965	-0.248
438	ASMT	acetylserotonin O-methyltransferase	1.581	0.443
101928092	LOC101928092	uncharacterized LOC101928092	1.317	-0.679
4267	CD99	CD99 molecule (Xg blood group)	3.698	0.506
7499	XG	Xg glycoprotein (Xg blood group)	1.761	-2.473
8908	GYG2	glycogenin 2	1.579	1.31
414	ARSD	arylsulfatase D	2.613	-0.313
25878	MXRA5	matrix remodeling associated 5	3.118	-1.452
5613	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit	2.512	-0.329
101928228	LOC101928228	uncharacterized LOC101928228	1.279	1.423
107985675	LOC107985675	uncharacterized LOC107985675	1.671	0.259
3730	ANOS1	anosmin 1	2.482	-0.404
357	SHROOM2	shroom family member 2	1.647	-0.596
1183	CLCN4	chloride voltage-gated channel 4	3.197	0.312
4281	MID1	midline 1	2.641	-0.77
10943	MSL3	MSL complex subunit 3	2.682	0.194
9367	RAB9A	RAB9A, member RAS oncogene family	2.761	0.513
6399	TRAPPC2	trafficking protein particle complex subunit 2	2.284	-0.447
54960	GEMIN8	gem nuclear organelle associated protein 8	2.622	-0.212
140462	ASB9	ankyrin repeat and SOCS box containing 9	1.546	-1.243
140456	ASB11	ankyrin repeat and SOCS box containing 11	3.292	0.526
100532742	PIR-FIGF	PIR-FIGF readthrough	2.315	0.484
8544	PIR	pirin	2.231	0.691
660	BMX	BMX non-receptor tyrosine kinase	2.03	-0.849
114004397	CA5BP1-CA5B	CA5BP1-CA5B readthrough	1.987	-0.275
11238	CA5B	carbonic anhydrase 5B	1.85	-0.514
8551	INE2	inactivation escape 2	1.145	-0.786
94056	SYAP1	synapse associated protein 1	2.978	0.195
5931	RBBP7	RB binding protein 7, chromatin remodeling factor	3.568	0.192
9185	REPS2	RALBP1 associated Eps domain containing 2	2.37	0.761
6322	SCML1	Scm polycomb group protein like 1	2.673	0.281
5256	PHKA2	phosphorylase kinase regulatory subunit alpha 2	3.262	0.357
101928415	LOC101928415	uncharacterized LOC101928415	1.841	-0.514
5160	PDHA1	pyruvate dehydrogenase E1 subunit alpha 1	4.134	0.483
30011	SH3KBP1	SH3 domain containing kinase binding protein 1	3.273	0.968
256714	MAP7D2	MAP7 domain containing 2	1.448	0.814
6197	RPS6KA3	ribosomal protein S6 kinase A3	3.198	0.408
22866	CNKSR2	connector enhancer of kinase suppressor of Ras 2	2.077	-0.549
23676	SMPX	small muscle protein X-linked	4.077	0.352
23597	ACOT9	acyl-CoA thioesterase 9	3.373	-0.214
105373148	LOC105373148	uncharacterized LOC105373148	1.235	-0.939
6303	SAT1	spermidine/spermine N1-acetyltransferase 1	3.6	0.417
79135	APOO	apolipoprotein O	3.031	0.438
100130302	SUPT20HL1	SUPT20H like 1	0.891	-1.434
5422	POLA1	DNA polymerase alpha 1, catalytic subunit	2.53	0.216
11141	IL1RAPL1	interleukin 1 receptor accessory protein like 1	1.431	0.605
2710	GK	glycerol kinase	2.494	-0.21
1536	CYBB	cytochrome b-245 beta chain	2.711	0.797
94122	SYTL5	synaptotagmin like 5	1.698	-3.293
105373174	LOC105373174		1.309	-1.243
100874211	MID1IP1-AS1	MID1IP1 antisense RNA 1	0.991	1.041
58526	MID1IP1	MID1 interacting protein 1	2.845	0.916
10159	ATP6AP2	ATPase H+ transporting accessory protein 2	3.17	-0.284
159013	CXorf38	chromosome X open reading frame 38	2.47	-0.244
9282	MED14	mediator complex subunit 14	3.072	-0.157
100873985	MED14OS	MED14 opposite strand	1.079	-0.477
80258	EFHC2	EF-hand domain containing 2	2.554	0.862
139341	FUNDC1	FUN14 domain containing 1	2.822	0.233
79742	DIPK2B	divergent protein kinase domain 2B	3.065	0.388
84679	SLC9A7	solute carrier family 9 member A7	2.278	0.628
9767	JADE3	jade family PHD finger 3	2.516	0.313
107985720	LOC107985720	uncharacterized LOC107985720	1.229	-0.401
7317	UBA1	ubiquitin like modifier activating enzyme 1	3.776	-0.215
8552	INE1	inactivation escape 1	1.424	-0.606
5127	CDK16	cyclin dependent kinase 16	3.577	0.255
8237	USP11	ubiquitin specific peptidase 11	3.325	-0.862
7592	ZNF41	zinc finger protein 41	3.028	0.159
203414	LINC01560	long intergenic non-protein coding RNA 1560	1.781	-0.335
7076	TIMP1	TIMP metallopeptidase inhibitor 1	3.28	0.447
8409	UXT	ubiquitously expressed prefoldin like chaperone	2.874	0.201
100133957	UXT-AS1	UXT antisense RNA 1	1.807	0.439
7569	ZNF182	zinc finger protein 182	2.386	0.246
24140	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1	2.636	0.255
10682	EBP	EBP cholestenol delta-isomerase	2.823	0.279
107985695	LOC107985695	uncharacterized LOC107985695	0.903	-0.886
10084	PQBP1	polyglutamine binding protein 1	2.892	0.291
7355	SLC35A2	solute carrier family 35 member A2	2.414	-0.214
11040	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	2.034	-0.303
55593	OTUD5	OTU deubiquitinase 5	3.013	-0.134
7030	TFE3	transcription factor binding to IGHM enhancer 3	3.024	0.265
90060	CCDC120	coiled-coil domain containing 120	1.854	-0.312
79917	MAGIX	MAGI family member, X-linked	1.813	0.352
5355	PLP2	proteolipid protein 2	2.909	0.694
4007	PRICKLE3	prickle planar cell polarity protein 3	2.614	0.344
28952	CCDC22	coiled-coil domain containing 22	2.595	-0.376
50943	FOXP3	forkhead box P3	1.126	-0.865
158572	USP27X-DT	USP27X divergent transcript	1.462	-0.313
1184	CLCN5	chloride voltage-gated channel 5	2.225	0.268
170685	NUDT10	nudix hydrolase 10	1.115	-0.935
9500	MAGED1	MAGE family member D1	3.43	-0.324
727866	FAM156B	family with sequence similarity 156 member B	2.693	-0.445
29057	FAM156A	family with sequence similarity 156 member A	2.603	-0.465
54328	GPR173	G protein-coupled receptor 173	2.093	-1.188
102723508	KANTR	KANTR integral membrane protein	2.023	-0.467
8243	SMC1A	structural maintenance of chromosomes 1A	3.375	0.249
3028	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	3.108	0.229
23133	PHF8	PHD finger protein 8	2.889	-0.145
65267	WNK3	WNK lysine deficient protein kinase 3	1.789	0.699
90121	TSR2	TSR2 ribosome maturation factor	3.142	-0.191
10916	MAGED2	MAGE family member D2	3.577	-0.313
7216	TRO	trophinin	2.253	-0.432
212	ALAS2	5'-aminolevulinate synthase 2	0.976	-2.714
90736	FAM104B	family with sequence similarity 104 member B	2.446	0.36
100463488	MTRNR2L10	MT-RNR2 like 10 (pseudogene)	2.954	-1.672
106635544	SNORA109	small nucleolar RNA, H/ACA box 109	2.974	0.391
158880	USP51	ubiquitin specific peptidase 51	1.963	-0.349
29978	UBQLN2	ubiquilin 2	3.206	-0.152
550643	NBDY	negative regulator of P-body association	2.607	-0.312
158584	FAAH2	fatty acid amide hydrolase 2	1.684	0.318
158586	ZXDB	zinc finger X-linked duplicated B	2.53	-0.422
7789	ZXDA	zinc finger X-linked duplicated A	2.236	-0.269
105377211	LOC105377211	uncharacterized LOC105377211	1.022	0.588
139886	SPIN4	spindlin family member 4	1.619	-0.77
23229	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	3.359	-0.392
142689	ASB12	ankyrin repeat and SOCS box containing 12	1.838	0.463
340554	ZC3H12B	zinc finger CCCH-type containing 12B	1.64	-0.727
81887	LAS1L	LAS1 like ribosome biogenesis factor	2.847	-0.227
11326	VSIG4	V-set and immunoglobulin domain containing 4	2.935	1.127
9843	HEPH	hephaestin	3.121	-0.973
60401	EDA2R	ectodysplasin A2 receptor	2.281	-1.28
4983	OPHN1	oligophrenin 1	2.498	0.215
286451	YIPF6	Yip1 domain family member 6	3.115	0.211
1896	EDA	ectodysplasin A	2.568	0.594
347517	RAB41	RAB41, member RAS oncogene family	1.214	0.355
24137	KIF4A	kinesin family member 4A	1.086	0.81
105373244	LOC105373244	uncharacterized LOC105373244	1.957	-1.225
1741	DLG3	discs large MAGUK scaffold protein 3	2.711	0.392
4303	FOXO4	forkhead box O4	3.069	0.366
9968	MED12	mediator complex subunit 12	3.001	-0.309
54413	NLGN3	neuroligin 3	1.605	-0.849
340526	RTL5	retrotransposon Gag like 5	2.273	-0.28
5303	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	2.573	0.305
55869	HDAC8	histone deacetylase 8	2.594	0.139
4674	NAP1L2	nucleosome assembly protein 1 like 2	2.511	-0.4
100302692	FTX	FTX transcript, XIST regulator	2.075	-0.338
22	ABCB7	ATP binding cassette subfamily B member 7	3.094	0.172
646127	TERF1P7	TERF1 pseudogene 7	1.704	-0.437
51260	PBDC1	polysaccharide biosynthesis domain containing 1	2.505	0.342
546	ATRX	ATRX chromatin remodeler	3.336	0.32
84061	MAGT1	magnesium transporter 1	3.422	-0.227
1349	COX7B	cytochrome c oxidase subunit 7B	4.06	0.433
51616	TAF9B	TATA-box binding protein associated factor 9b	2.919	-0.317
10800	CYSLTR1	cysteinyl leukotriene receptor 1	1.526	-0.581
203430	RTL3	retrotransposon Gag like 3	1.539	-1.938
2846	LPAR4	lysophosphatidic acid receptor 4	1.392	-0.747
79366	HMGN5	high mobility group nucleosome binding domain 5	1.873	0.55
27330	RPS6KA6	ribosomal protein S6 kinase A6	1.447	0.858
7552	ZNF711	zinc finger protein 711	2.1	-0.83
140886	PABPC5	poly(A) binding protein cytoplasmic 5	1.426	-0.525
4675	NAP1L3	nucleosome assembly protein 1 like 3	2.479	-1.761
286499	FAM133A	family with sequence similarity 133 member A	1.301	-1.67
1730	DIAPH2	diaphanous related formin 2	2.736	0.395
57526	PCDH19	protocadherin 19	1.814	-0.92
64102	TNMD	tenomodulin	1.943	-4.854
7105	TSPAN6	tetraspanin 6	2.422	-0.286
79979	TRMT2B	tRNA methyltransferase 2 homolog B	2.823	0.282
59353	TMEM35A	transmembrane protein 35A	0.857	-0.811
2491	CENPI	centromere protein I	1.325	0.398
1821	DRP2	dystrophin related protein 2	0.873	-1.057
100529097	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough	3.287	0.254
6173	RPL36A	ribosomal protein L36a	2.835	0.412
3188	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2	3.104	0.161
100131755	ARMCX4	armadillo repeat containing X-linked 4	2.581	-0.301
84460	ZMAT1	zinc finger matrin-type 1	2.807	-0.431
340542	BEX5	brain expressed X-linked 5	1.291	0.635
100528062	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough	2.763	-0.246
9737	GPRASP1	G protein-coupled receptor associated sorting protein 1	3.01	-0.722
114928	GPRASP2	G protein-coupled receptor associated sorting protein 2	2.591	-0.356
55859	BEX1	brain expressed X-linked 1	2.312	-1.246
90843	TCEAL8	transcription elongation factor A like 8	3.106	0.168
56849	TCEAL7	transcription elongation factor A like 7	1.966	-0.361
51186	TCEAL9	transcription elongation factor A like 9	2.813	0.225
79921	TCEAL4	transcription elongation factor A like 4	3.331	0.365
105373302	LOC105373302		1.341	0.828
85012	TCEAL3	transcription elongation factor A like 3	2.752	0.261
9338	TCEAL1	transcription elongation factor A like 1	2.663	0.354
644353	ZCCHC18	zinc finger CCHC-type containing 18	2.531	-0.357
203447	NRK	Nik related kinase	2.51	-1.014
139221	PWWP3B	PWWP domain containing 3B	2.75	-0.432
55086	RADX	RPA1 related single stranded DNA binding protein, X-linked	1.806	-1.001
79710	MORC4	MORC family CW-type zinc finger 4	2.367	-0.307
55285	RBM41	RNA binding motif protein 41	2.778	0.525
54830	NUP62CL	nucleoporin 62 C-terminal like	1.562	-1.267
1831	TSC22D3	TSC22 domain family member 3	3.699	-0.857
5716	PSMD10	proteasome 26S subunit, non-ATPase 10	2.625	-0.277
115201	ATG4A	autophagy related 4A cysteine peptidase	2.845	0.296
1287	COL4A5	collagen type IV alpha 5 chain	2.752	-0.592
105373312	LOC105373312	uncharacterized LOC105373312	1.501	0.558
91851	CHRDL1	chordin like 1	2.441	-1.483
79868	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	2.924	-0.199
154796	AMOT	angiomotin	2.435	-0.423
90293	KLHL13	kelch like family member 13	2.655	-0.678
54521	WDR44	WD repeat domain 44	2.805	0.167
3597	IL13RA1	interleukin 13 receptor subunit alpha 1	3.031	0.288
100303728	SLC25A5-AS1	SLC25A5 antisense RNA 1	2.222	-0.254
292	SLC25A5	solute carrier family 25 member 5	3.472	-0.433
23157	SEPTIN6	septin 6	2.783	-0.457
65109	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	2.368	0.244
